Injury Severity,Investigation Type,Country,Amateur Built,Aircraft Category,Airport Code,Aircraft Damage,Make,Broad Phase of Flight,Purpose of Flight,FAR Description,Weather Condition,Year,Month,Weekday,State
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,4, HI
Non-Fatal,Accident,United States,No,Helicopter,0CA1,Substantial,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,4, CA
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CLIMB,Personal,Part 91,VMC,1982,5,4, TX
Non-Fatal,Accident,United States,No,Airplane,3ND0,Substantial,Other,MANEUVERING,Unknown,Part 137,VMC,1982,5,4, ND
Non-Fatal,Accident,United States,No,Airplane,GCC,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, WY
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,4, IL
Non-Fatal,Accident,United States,Yes,Airplane,70R0,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,3, OR
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Ferry,Part 91,VMC,1982,5,3, MO
Non-Fatal,Accident,United States,No,Airplane,K24,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,3, MO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,3, NE
Fatal,Accident,United States,No,Airplane,E24,Destroyed,Other,OTHER,Personal,Part 91,VMC,1982,5,3, AZ
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,3, AR
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,3, AR
Non-Fatal,Accident,United States,No,Airplane,DLN,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,3, MT
Non-Fatal,Accident,United States,No,Balloon,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,3, MI
Non-Fatal,Accident,United States,No,Glider,D-37,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,3, MN
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Unknown,Part 91,VMC,1982,5,3, OH
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Business,Part 91,VMC,1982,5,3, SC
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,APPROACH,Unknown,Part 133,VMC,1982,5,2, OR
Non-Fatal,Accident,United States,No,Airplane,G08,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,2, PA
Non-Fatal,Accident,United States,Yes,Airplane,GVW,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,2, MO
Non-Fatal,Accident,United States,No,Airplane,ANW,Substantial,Other,TAXI,Personal,Part 91,VMC,1982,5,2, NE
Non-Fatal,Accident,United States,No,Airplane,96M,Substantial,Other,LANDING,Unknown,Part 137,VMC,1982,5,2, AR
Non-Fatal,Accident,United States,No,Airplane,LRU,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,2, NM
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,2, TX
Fatal,Accident,United States,No,Airplane,8Y0,Destroyed,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,2, MN
Non-Fatal,Accident,United States,No,Airplane,CPS,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,2, IL
Non-Fatal,Accident,United States,No,Airplane,NKT,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,2, NC
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,1, WA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Instructional,Part 91,VMC,1982,5,1, NE
Fatal,Accident,United States,No,Airplane,TIX,Destroyed,Other,TAKEOFF,Business,Part 91,VMC,1982,5,1, FL
Non-Fatal,Accident,United States,No,Airplane,TOA,Substantial,Other,DESCENT,Instructional,Part 91,VMC,1982,5,1, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,LANDING,Instructional,Part 91,VMC,1982,5,1, CA
Incident,Incident,United States,No,Airplane,GCC,Minor,Other,LANDING,Unknown,Part 121,VMC,1982,5,1, WY
Non-Fatal,Accident,United States,No,Airplane,SLC,Substantial,Other,STANDING,Business,Part 91,VMC,1982,5,1, UT
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CLIMB,Personal,Part 91,VMC,1982,5,1, ND
Non-Fatal,Accident,United States,No,Airplane,49WI,Substantial,Other,APPROACH,Personal,Part 91,VMC,1982,5,1, WI
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,1, KY
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Instructional,Part 91,VMC,1982,5,0, PA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,0, NY
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,1982,5,0, CA
Non-Fatal,Accident,United States,No,Helicopter,SNS,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,1982,5,0, CA
Non-Fatal,Accident,United States,No,Airplane,L45,Substantial,Other,TAXI,Personal,Part 91,VMC,1982,5,0, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CLIMB,Personal,Part 91,VMC,1982,5,0, CA
Non-Fatal,Accident,United States,No,Airplane,FAT,Substantial,Other,LANDING,Executive_Corporate,Part 91,VMC,1982,5,0, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,0, TX
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Aerial Application,Part 137,VMC,1982,5,0, IL
Non-Fatal,Accident,United States,No,Airplane,W97,Destroyed,Other,MANEUVERING,Unknown,Part 91,VMC,1982,5,0, VA
Non-Fatal,Accident,United States,No,Airplane,OR13,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,6, OR
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,6, NJ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Unknown,Part 137,VMC,1982,5,6, NJ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,6, NY
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CLIMB,Personal,Part 91,VMC,1982,5,6, PA
Non-Fatal,Accident,United States,No,Airplane,BFF,Substantial,Other,APPROACH,Personal,Part 91,VMC,1982,5,6, NE
Non-Fatal,Accident,United States,No,Airplane,NE08,Destroyed,Other,LANDING,Unknown,Part 91,VMC,1982,5,6, NE
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,LANDING,Personal,Part 91,VMC,1982,5,6, AZ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Aerial Application,Part 137,VMC,1982,5,6, CA
Non-Fatal,Accident,United States,No,Airplane,VNY,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,6, CA
Non-Fatal,Accident,United States,No,Airplane,PRC,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,6, AZ
Non-Fatal,Accident,United States,No,Airplane,E35,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,6, TX
Non-Fatal,Accident,United States,No,Airplane,T86,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,6, TX
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Instructional,Part 91,VMC,1982,5,6, ND
Non-Fatal,Accident,United States,No,Airplane,HPB,Destroyed,Other,APPROACH,Unknown,Part 135,VMC,1982,5,6, AK
Non-Fatal,Accident,United States,No,Airplane,JOT,Destroyed,Other,DESCENT,Personal,Part 91,VMC,1982,5,6, IL
Non-Fatal,Accident,United States,Yes,Airplane,7G8,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,6, OH
Non-Fatal,Accident,United States,No,Glider,NonAirport,Destroyed,Other,APPROACH,Instructional,Part 91,VMC,1982,5,6, OH
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,GO-AROUND,Personal,Part 91,VMC,1982,5,6, NC
Fatal,Accident,United States,No,Airplane,21A,Destroyed,Other,MANEUVERING,Unknown,Part 91,VMC,1982,5,6, AL
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,6, KY
Non-Fatal,Accident,United States,No,Airplane,9A3,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,6, NC
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,6, GA
Non-Fatal,Accident,United States,No,Airplane,0W3,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,6, MD
Non-Fatal,Accident,United States,No,Airplane,HGR,Substantial,Other,APPROACH,Instructional,Part 91,VMC,1982,5,6, MO
Non-Fatal,Accident,United States,No,Airplane,N34,Substantial,Other,CRUISE,Ferry,Part 91,VMC,1982,5,5, PA
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,5, NY
Non-Fatal,Accident,United States,No,Airplane,B16,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,5, NY
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Destroyed,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,5, MO
Non-Fatal,Accident,United States,No,Airplane,MAE,Destroyed,Other,TAKEOFF,Ferry,Part 91,VMC,1982,5,5, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,5, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,5, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Unknown,Part 91,VMC,1982,5,5, AZ
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,1982,5,5, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,1982,5,5, OK
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,1982,5,5, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,TAKEOFF,Unknown,Part 137,VMC,1982,5,5, NM
Non-Fatal,Accident,United States,No,Helicopter,IR5,Substantial,Other,CRUISE,Unknown,Part 135,VMC,1982,5,5, LA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,APPROACH,Unknown,Part 91,VMC,1982,5,5, MT
Non-Fatal,Accident,United States,Yes,Airplane,IN32,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,5, IN
Non-Fatal,Accident,United States,No,Airplane,80D,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,5, MI
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,5, AK
Fatal,Accident,United States,Yes,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,1982,5,4, WA
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,4, IA
Non-Fatal,Accident,United States,No,Airplane,28,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,4, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Unknown,Part 137,VMC,1982,5,4, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Business,Part 91,VMC,1982,5,4, OK
Non-Fatal,Accident,United States,No,Airplane,GB6,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, IL
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,4, AL
Non-Fatal,Accident,United States,No,Airplane,107,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, WV
Non-Fatal,Accident,United States,No,Airplane,88J,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, SC
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, KY
Non-Fatal,Accident,United States,No,Airplane,GKN,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,4, AK
Non-Fatal,Accident,United States,No,Airplane,LWM,Substantial,Other,LANDING,Instructional,Part 91,UNK,1982,5,3, MA
Incident,Incident,United States,No,Airplane,STL,Minor,Other,TAXI,Unknown,Part 135,VMC,1982,5,3, MO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,TAKEOFF,Unknown,Part 137,VMC,1982,5,3, OK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Business,Part 91,VMC,1982,5,3, LA
Non-Fatal,Accident,United States,No,Airplane,9LA6,Substantial,Other,TAXI,Unknown,Part 135,VMC,1982,5,3, LA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,3, MT
Non-Fatal,Accident,United States,No,Airplane,PVU,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,3, UT
Non-Fatal,Accident,United States,No,Airplane,1G3,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,3, OH
Non-Fatal,Accident,United States,No,Airplane,I62,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,3, OH
Non-Fatal,Accident,United States,Yes,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,3, MI
Non-Fatal,Accident,United States,No,Airplane,D98,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,3, MI
Non-Fatal,Accident,United States,No,Airplane,W00,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,3, MD
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,2, WA
Non-Fatal,Accident,United States,No,Airplane,SFM,Destroyed,Other,APPROACH,Personal,Part 91,VMC,1982,5,2, ME
Non-Fatal,Accident,United States,No,Airplane,SFM,Substantial,Other,APPROACH,Unknown,Part 135,VMC,1982,5,2, ME
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Business,Part 91,IMC,1982,5,2, NE
Non-Fatal,Accident,United States,No,Airplane,L16,Substantial,Other,APPROACH,Personal,Part 91,VMC,1982,5,2, CA
Non-Fatal,Accident,United States,No,Airplane,SFR,Destroyed,Other,LANDING,Instructional,Part 91,VMC,1982,5,2, CA
Fatal,Accident,United States,Yes,Airplane,NonAirport,Destroyed,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,2, NM
Fatal,Accident,United States,No,Airplane,LBB,Destroyed,Other,CRUISE,Business,Part 91,VMC,1982,5,2, TX
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,2, LA
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,IMC,1982,5,2, MN
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Business,Part 91,VMC,1982,5,2, AK
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAXI,Personal,Part 91,VMC,1982,5,1, MA
Non-Fatal,Accident,United States,No,Airplane,4CR,Substantial,Other,TAKEOFF,Ferry,Part 91,VMC,1982,5,1, NM
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,1, AR
Fatal,Accident,United States,No,Airplane,ISM,Destroyed,Other,MANEUVERING,Personal,Part 91,VMC,1982,5,1, MS
Non-Fatal,Accident,United States,Yes,Glider,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,0, PA
Non-Fatal,Accident,United States,No,Airplane,N17,Substantial,Other,TAKEOFF,Instructional,Part 91,VMC,1982,5,0, NY
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,MANEUVERING,Aerial Application,Part 137,VMC,1982,5,0, PA
Non-Fatal,Accident,United States,No,Airplane,CZD,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,0, NE
Fatal,Accident,United States,Yes,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,UNK,1982,5,0, AZ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAXI,Personal,Part 91,VMC,1982,5,0, SD
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,IMC,1982,5,0, MN
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,0, WV
Non-Fatal,Accident,United States,No,Airplane,30A,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,0, TN
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,MANEUVERING,Personal,Part 91,VMC,1982,5,0, AK
Non-Fatal,Accident,United States,No,Airplane,OR96,Substantial,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,6, OR
Non-Fatal,Accident,United States,No,Airplane,S16,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,6, WA
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,6, KS
Non-Fatal,Accident,United States,No,Airplane,MCI,Substantial,Other,DESCENT,Personal,Part 91,VMC,1982,5,6, MO
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Ferry,Part 91,VMC,1982,5,6, KS
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,1982,5,6, CA
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,IMC,1982,5,6, CA
Non-Fatal,Accident,United States,No,Airplane,SQL,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,6, CA
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,CRUISE,Personal,Part 91,VMC,1982,5,6, TX
Non-Fatal,Accident,United States,No,Airplane,BGS,Substantial,Other,CRUISE,Instructional,Part 91,VMC,1982,5,6, TX
Non-Fatal,Accident,United States,No,Airplane,OKO,Substantial,Other,TAKEOFF,Business,Part 91,VMC,1982,5,6, CO
Non-Fatal,Accident,United States,No,Airplane,MWC,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,6, WI
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAXI,Personal,Part 91,VMC,1982,5,6, MI
Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,6, WV
Non-Fatal,Accident,United States,No,Airplane,NC01,Substantial,Other,APPROACH,Personal,Part 91,VMC,1982,5,6, NC
Non-Fatal,Accident,United States,No,Airplane,IAD,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,6, VA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,6, AK
Non-Fatal,Accident,United States,No,Airplane,M28,Substantial,Other,APPROACH,Personal,Part 91,VMC,1982,5,5, MO
Non-Fatal,Accident,United States,Yes,Airplane,06MO,Substantial,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,5, MO
Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Aerial Application,Part 137,VMC,1982,5,5, CA
Fatal,Accident,United States,No,Airplane,1Q5,Destroyed,Other,GO-AROUND,Personal,Part 91,VMC,1982,5,5, CA
Non-Fatal,Accident,United States,No,Balloon,NonAirport,Minor,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,5, CA
Fatal,Accident,United States,No,Airplane,BUR,Destroyed,Other,CLIMB,Personal,Part 91,IMC,1982,5,5, CA
Non-Fatal,Accident,United States,No,Airplane,EDW,Substantial,Other,TAXI,Personal,Part 91,VMC,1982,5,5, CA
Fatal,Accident,United States,No,Glider,E98,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,5, NM
Fatal,Accident,United States,No,Helicopter,NonAirport,Destroyed,Other,LANDING,Unknown,Part 91,VMC,1982,5,5, AR
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Unknown,Part 137,VMC,1982,5,5, LA
Non-Fatal,Accident,United States,No,Airplane,80V,Substantial,Other,TAKEOFF,Unknown,Part 135,VMC,1982,5,5, WY
Non-Fatal,Accident,United States,No,Airplane,IL41,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,5, IL
Non-Fatal,Accident,United States,No,Airplane,MI64,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,5, MI
Non-Fatal,Accident,United States,No,Airplane,ARR,Substantial,Other,TAKEOFF,Personal,Part 91,VMC,1982,5,5, IL
Non-Fatal,Accident,United States,No,Airplane,C13,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,5, IL
Fatal,Accident,United States,No,Airplane,NonAirport,Destroyed,Other,DESCENT,Personal,Part 91,IMC,1982,5,5, KY
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,5, AK
Non-Fatal,Accident,United States,No,Airplane,IAP,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,5, AK
Non-Fatal,Accident,United States,No,Airplane,N85,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, NJ
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Unknown,Part 91,VMC,1982,5,4, NE
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, FL
Non-Fatal,Accident,United States,No,Airplane,12,Substantial,Other,LANDING,Personal,Part 91,VMC,1982,5,4, FL
Non-Fatal,Accident,United States,No,Airplane,FLL,Substantial,Other,CRUISE,Personal,Part 91,VMC,1982,5,4, FL
Non-Fatal,Accident,United States,No,Airplane,GNV,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,4, FL
Non-Fatal,Accident,United States,No,Helicopter,NonAirport,Substantial,Other,CLIMB,Unknown,Part 91,VMC,1982,5,4, FL
Non-Fatal,Accident,United States,Yes,Helicopter,Q59,Substantial,Other,MANEUVERING,Instructional,Part 91,VMC,1982,5,4, CA
Fatal,Accident,United States,No,Airplane,SBA,Destroyed,Other,GO-AROUND,Personal,Part 91,VMC,1982,5,4, CA
Non-Fatal,Accident,United States,No,Airplane,NonAirport,Substantial,Other,TAKEOFF,Aerial Application,Part 137,VMC,1982,5,4, CA
Non-Fatal,Accident,United States,No,Airplane,PIA,Substantial,Other,LANDING,Instructional,Part 91,VMC,1982,5,4, IL
